appln_id,ipc_version
1,20060101
1,20060101
1,20060101
1,20060101
1,20060101
1,20060101
1,20060101
1,20060101
2,20060101
2,20060101
2,20060101
2,20060101
2,20060101
2,20060101
2,20060101
2,20060101
2,20060101
2,20060101
2,20060101
2,20060101
2,20060101
2,20060101
2,20060101
2,20060101
2,20060101
2,20060101
2,20060101
2,20060101
3,20060101
